date,team_a,team_b,goals_a,goals_b,match_weight,neutral,competition
2011-08-11,Portugal,Japan,2,0,0.4,False,qualifier
2011-08-16,France,Ghana,3,1,0.4,False,qualifier
2011-08-22,Colombia,Portugal,1,1,0.7,False,continental
2011-08-23,France,Portugal,2,0,0.2,False,friendly
2011-08-26,Spain,Poland,1,2,0.2,True,friendly
2011-09-04,Mexico,Croatia,0,3,0.4,False,qualifier
2011-09-05,Serbia,Denmark,0,3,0.7,True,continental
2011-09-05,Ghana,Netherlands,4,3,0.4,False,qualifier
2011-09-07,Denmark,Croatia,1,3,0.4,False,qualifier
2011-09-16,Colombia,Senegal,0,3,0.2,True,friendly
2011-09-16,Argentina,France,1,2,0.2,True,friendly
2011-09-20,Belgium,Morocco,2,0,0.4,False,qualifier
2011-09-20,Senegal,Morocco,2,1,0.2,False,friendly
2011-09-23,England,France,0,0,0.7,True,continental
2011-09-24,Morocco,Serbia,0,1,0.2,True,friendly
2011-09-24,England,Serbia,1,1,0.2,True,friendly
2011-09-26,Croatia,Colombia,2,0,0.4,False,qualifier
2011-09-27,Mexico,Japan,0,1,0.2,True,friendly
2011-10-04,Denmark,Argentina,0,1,0.2,True,friendly
2011-10-05,Netherlands,Portugal,1,2,0.4,False,qualifier
2011-10-15,Poland,Ghana,0,1,0.2,True,friendly
2011-10-21,France,Croatia,4,0,0.7,True,continental
2011-10-23,Italy,Switzerland,1,2,0.7,True,continental
2011-10-24,Japan,Ecuador,1,1,0.7,False,continental
2011-10-27,Senegal,Croatia,2,0,0.2,True,friendly
2011-11-02,USA,Germany,0,2,0.2,True,friendly
2011-11-03,Denmark,Japan,4,2,0.7,False,continental
2011-11-04,Denmark,Ecuador,1,1,0.2,True,friendly
2011-11-05,Switzerland,Morocco,0,3,0.2,True,friendly
2011-11-07,Poland,Morocco,3,0,0.2,True,friendly
2011-11-17,Belgium,Colombia,1,1,0.2,False,friendly
2011-11-26,Senegal,Belgium,0,1,0.2,False,friendly
2011-11-26,Portugal,Serbia,2,1,0.2,True,friendly
2011-12-01,Denmark,Brazil,5,1,0.7,True,continental
2011-12-02,Portugal,Spain,3,3,0.2,True,friendly
2011-12-03,Brazil,Ecuador,0,0,0.2,False,friendly
2011-12-05,Uruguay,Croatia,4,3,0.2,True,friendly
2011-12-06,Uruguay,Denmark,2,0,0.2,True,friendly
2011-12-09,Netherlands,Poland,1,0,0.2,True,friendly
2011-12-10,USA,Argentina,1,3,0.2,False,friendly
2011-12-10,Brazil,Switzerland,1,2,0.4,False,qualifier
2011-12-13,Argentina,Mexico,6,0,0.2,False,friendly
2011-12-17,Poland,France,3,4,0.4,False,qualifier
2011-12-18,Colombia,Mexico,3,0,0.4,False,qualifier
2011-12-23,Mexico,Denmark,0,0,0.4,False,qualifier
2011-12-24,Colombia,Germany,0,2,0.4,False,qualifier
2011-12-26,Spain,Morocco,1,0,0.4,False,qualifier
2011-12-27,Denmark,Serbia,0,2,0.2,True,friendly
2012-01-01,Morocco,Netherlands,2,2,0.2,True,friendly
2012-01-04,Switzerland,Netherlands,1,0,0.2,True,friendly
2012-01-04,Colombia,Mexico,1,0,0.2,False,friendly
2012-01-11,Brazil,Argentina,2,0,0.7,True,continental
2012-01-12,Denmark,France,0,1,0.2,True,friendly
2012-01-13,Germany,Croatia,3,2,0.2,False,friendly
2012-01-15,Brazil,Denmark,3,0,0.2,False,friendly
2012-01-16,Ghana,Mexico,0,2,0.2,False,friendly
2012-01-16,Colombia,Senegal,0,0,0.2,False,friendly
2012-01-20,Colombia,Morocco,1,1,0.4,False,qualifier
2012-01-21,Spain,Colombia,2,2,0.7,False,continental
2012-01-26,Netherlands,USA,5,1,0.4,False,qualifier
2012-01-26,Japan,Portugal,1,1,0.7,True,continental
2012-02-01,Netherlands,Mexico,3,0,0.2,False,friendly
2012-02-01,Ghana,Morocco,0,2,0.2,True,friendly
2012-02-01,Italy,Portugal,0,1,0.7,True,continental
2012-02-13,France,Netherlands,0,0,0.2,True,friendly
2012-02-16,Croatia,England,0,2,0.4,False,qualifier
2012-02-17,Ghana,Argentina,0,0,0.2,True,friendly
2012-02-18,Serbia,Argentina,1,3,0.2,True,friendly
2012-02-21,Senegal,Ecuador,0,0,0.2,True,friendly
2012-02-21,Switzerland,France,1,2,0.7,False,continental
2012-02-23,Ghana,Denmark,2,3,0.2,False,friendly
2012-02-24,Denmark,Spain,1,3,0.2,True,friendly
2012-02-26,France,Croatia,2,2,0.4,False,qualifier
2012-03-10,Belgium,USA,2,0,0.2,True,friendly
2012-03-12,Belgium,Morocco,1,0,0.4,False,qualifier
2012-03-16,Spain,Serbia,3,0,0.7,True,continental
2012-03-19,Belgium,France,1,1,0.7,False,continental
2012-03-19,Netherlands,Ghana,3,0,0.2,False,friendly
2012-03-20,Germany,Spain,2,0,0.2,False,friendly
2012-03-21,Germany,Spain,1,1,0.2,False,friendly
2012-03-23,Denmark,Italy,6,1,0.4,False,qualifier
2012-03-25,Poland,Ecuador,0,2,0.7,True,continental
2012-03-26,Colombia,Denmark,4,1,0.2,False,friendly
2012-03-27,Colombia,USA,3,1,0.2,False,friendly
2012-04-01,Brazil,Argentina,2,1,0.4,False,qualifier
2012-04-06,Netherlands,Croatia,2,1,0.2,True,friendly
2012-04-09,Belgium,Germany,2,3,0.4,False,qualifier
2012-04-12,Belgium,Mexico,1,3,0.4,False,qualifier
2012-04-17,Senegal,Germany,0,3,0.2,False,friendly
2012-04-17,USA,Serbia,2,0,0.4,False,qualifier
2012-04-17,Poland,Denmark,1,5,0.2,False,friendly
2012-04-18,Spain,Germany,3,0,0.2,False,friendly
2012-04-22,Croatia,England,0,1,0.2,True,friendly
2012-04-23,Brazil,Colombia,0,0,0.4,False,qualifier
2012-04-24,Japan,Mexico,2,0,0.2,True,friendly
2012-04-27,Mexico,Argentina,2,1,0.2,True,friendly
2012-05-12,Denmark,Mexico,3,0,0.2,False,friendly
2012-05-13,Denmark,Argentina,2,3,0.2,True,friendly
2012-05-13,Belgium,Spain,2,0,0.7,True,continental
2012-05-13,Argentina,Netherlands,1,0,0.2,True,friendly
2012-05-16,Brazil,Colombia,1,1,0.7,False,continental
2012-05-17,USA,Germany,4,2,0.4,False,qualifier
2012-05-17,Switzerland,England,0,2,0.4,False,qualifier
2012-05-18,Croatia,Belgium,1,1,0.7,False,continental
2012-05-21,Ecuador,Serbia,0,0,0.7,True,continental
2012-05-22,Argentina,Italy,0,0,0.4,False,qualifier
2012-05-23,Ghana,Uruguay,0,2,0.2,True,friendly
2012-05-27,Switzerland,Serbia,0,0,0.4,False,qualifier
2012-06-03,Germany,Mexico,3,0,0.4,False,qualifier
2012-06-07,USA,Portugal,1,3,0.4,False,qualifier
2012-06-08,Italy,Argentina,2,3,0.2,True,friendly
2012-06-10,Switzerland,Morocco,4,0,0.4,False,qualifier
2012-06-10,Germany,Serbia,1,0,0.7,True,continental
2012-06-10,Poland,France,0,1,0.2,True,friendly
2012-06-11,Colombia,Morocco,1,1,0.4,False,qualifier
2012-06-14,Senegal,England,1,1,0.7,False,continental
2012-06-14,Mexico,Senegal,3,0,0.2,False,friendly
2012-06-18,Ecuador,Mexico,2,2,0.4,False,qualifier
2012-06-20,Portugal,Ecuador,3,1,0.2,False,friendly
2012-06-27,Spain,Denmark,3,0,0.4,False,qualifier
2012-07-02,Brazil,France,1,3,0.2,True,friendly
2012-07-05,Brazil,England,1,0,0.2,False,friendly
2012-07-07,Japan,Serbia,3,1,0.7,False,continental
2012-07-16,Uruguay,Italy,0,2,0.2,True,friendly
2012-07-16,Portugal,Switzerland,1,2,0.7,True,continental
2012-07-22,Argentina,Ghana,3,0,0.4,False,qualifier
2012-07-23,Italy,Belgium,1,2,0.2,True,friendly
2012-07-27,England,Germany,0,1,0.7,True,continental
2012-08-03,Senegal,Spain,1,1,0.7,True,continental
2012-08-04,Spain,France,1,1,0.2,True,friendly
2012-08-10,Italy,Switzerland,1,1,0.2,True,friendly
2012-08-23,Ecuador,Portugal,3,5,0.4,False,qualifier
2012-08-26,USA,Argentina,0,2,0.2,True,friendly
2012-09-06,Ghana,Switzerland,2,1,0.7,False,continental
2012-09-09,France,Italy,2,3,0.2,False,friendly
2012-09-10,Switzerland,Poland,2,1,0.2,False,friendly
2012-09-13,Netherlands,Spain,0,3,0.2,True,friendly
2012-09-15,Switzerland,Germany,2,4,0.4,False,qualifier
2012-09-20,Ghana,Serbia,2,3,0.4,False,qualifier
2012-09-21,Switzerland,Denmark,0,3,0.7,True,continental
2012-10-03,Netherlands,Switzerland,3,2,0.4,False,qualifier
2012-10-06,France,England,3,1,0.2,False,friendly
2012-10-06,Argentina,Brazil,1,1,0.2,False,friendly
2012-10-12,Serbia,Colombia,2,1,0.4,False,qualifier
2012-10-13,Germany,Morocco,1,1,0.2,False,friendly
2012-10-16,Ecuador,USA,2,2,0.2,False,friendly
2012-10-19,Colombia,Germany,3,1,0.2,False,friendly
2012-10-25,Switzerland,Japan,4,0,0.4,False,qualifier
2012-10-27,Italy,France,0,2,0.2,True,friendly
2012-10-27,Portugal,Italy,2,0,0.4,False,qualifier
2012-11-02,Colombia,Senegal,0,0,0.4,False,qualifier
2012-11-06,Brazil,Italy,4,1,0.7,False,continental
2012-11-06,Netherlands,Belgium,0,1,0.4,False,qualifier
2012-11-07,Ecuador,Portugal,2,3,0.7,True,continental
2012-11-12,Ghana,Belgium,2,3,0.4,False,qualifier
2012-11-12,USA,Croatia,3,1,0.4,False,qualifier
2012-11-15,Belgium,Denmark,1,1,0.2,True,friendly
2012-11-20,Morocco,Italy,1,0,0.4,False,qualifier
2012-11-20,Poland,Ecuador,0,3,0.2,False,friendly
2012-11-22,Switzerland,USA,3,1,0.2,True,friendly
2012-11-23,England,Morocco,1,0,0.2,False,friendly
2012-11-26,Mexico,Serbia,1,0,0.2,False,friendly
2012-11-26,Ecuador,Croatia,2,1,0.7,False,continental
2012-12-02,Brazil,Ghana,3,0,0.4,False,qualifier
2012-12-06,Ghana,Japan,0,0,0.4,False,qualifier
2012-12-06,Colombia,Germany,0,1,0.2,False,friendly
2012-12-08,USA,Mexico,1,2,0.4,False,qualifier
2012-12-17,England,Croatia,2,1,0.2,True,friendly
2013-01-10,Belgium,Ecuador,1,0,0.2,True,friendly
2013-01-17,Italy,Croatia,1,1,0.7,False,continental
2013-01-21,Senegal,Brazil,4,3,0.2,False,friendly
2013-01-24,Senegal,Brazil,1,2,0.4,False,qualifier
2013-01-26,Senegal,England,0,2,0.7,True,continental
2013-01-26,Ghana,England,0,3,0.7,True,continental
2013-02-03,USA,Denmark,2,0,0.2,False,friendly
2013-02-15,Mexico,Denmark,0,2,0.2,True,friendly
2013-02-18,Germany,Netherlands,3,0,0.4,False,qualifier
2013-02-27,Ghana,Poland,0,1,0.7,False,continental
2013-03-03,Switzerland,Germany,0,3,0.2,False,friendly
2013-03-05,Colombia,Belgium,3,2,0.7,True,continental
2013-03-05,Ghana,Ecuador,1,2,0.2,True,friendly
2013-03-08,Portugal,England,1,1,0.2,True,friendly
2013-03-11,Senegal,Morocco,4,2,0.4,False,qualifier
2013-03-16,Ecuador,Poland,0,0,0.2,True,friendly
2013-03-17,Serbia,Uruguay,1,1,0.4,False,qualifier
2013-03-20,Uruguay,Brazil,2,1,0.4,False,qualifier
2013-03-23,Senegal,Argentina,0,1,0.2,False,friendly
2013-03-25,Belgium,Ecuador,3,1,0.4,False,qualifier
2013-04-05,Portugal,Switzerland,4,1,0.2,False,friendly
2013-04-07,Brazil,Argentina,1,2,0.4,False,qualifier
2013-04-07,Spain,USA,3,1,0.2,False,friendly
2013-04-12,USA,Brazil,0,1,0.2,True,friendly
2013-04-12,Denmark,England,1,0,0.4,False,qualifier
2013-04-14,England,Portugal,1,3,0.4,False,qualifier
2013-04-15,Ecuador,Germany,1,2,0.2,True,friendly
2013-04-17,Spain,USA,2,0,0.2,False,friendly
2013-04-17,France,Uruguay,0,0,0.2,False,friendly
2013-04-18,Netherlands,Argentina,2,2,0.4,False,qualifier
2013-04-18,USA,Poland,5,0,0.2,False,friendly
2013-04-20,Denmark,Japan,1,2,0.2,True,friendly
2013-04-21,Colombia,Portugal,2,0,0.4,False,qualifier
2013-04-23,Brazil,USA,5,1,0.2,False,friendly
2013-04-27,Germany,Denmark,1,1,0.7,False,continental
2013-05-05,Japan,England,3,1,0.4,False,qualifier
2013-05-09,Colombia,France,0,4,0.2,True,friendly
2013-05-12,Denmark,Morocco,1,0,0.7,False,continental
2013-05-14,Serbia,Belgium,0,2,0.2,False,friendly
2013-05-14,Belgium,Denmark,2,0,0.2,False,friendly
2013-05-15,Spain,Uruguay,0,0,0.2,True,friendly
2013-05-16,USA,England,2,0,0.4,False,qualifier
2013-05-18,Colombia,Belgium,2,1,0.4,False,qualifier
2013-05-23,Mexico,Ghana,0,1,0.7,True,continental
2013-05-25,Morocco,France,2,3,0.2,True,friendly
2013-05-26,Denmark,Mexico,1,1,0.4,False,qualifier
2013-06-10,Poland,Denmark,1,1,0.4,False,qualifier
2013-06-11,Morocco,Ghana,1,1,0.2,True,friendly
2013-06-13,Brazil,England,3,3,0.2,True,friendly
2013-07-01,Denmark,Switzerland,2,1,0.2,False,friendly
2013-07-02,Portugal,Denmark,2,0,0.2,False,friendly
2013-07-04,Morocco,Portugal,1,2,0.2,True,friendly
2013-07-05,Senegal,Germany,2,0,0.2,True,friendly
2013-07-11,Ghana,Uruguay,2,4,0.2,True,friendly
2013-07-15,Colombia,Mexico,1,0,0.2,False,friendly
2013-07-23,Switzerland,Poland,4,2,0.2,True,friendly
2013-08-02,Switzerland,Uruguay,1,0,0.7,True,continental
2013-08-05,Denmark,Ecuador,2,2,0.4,False,qualifier
2013-08-12,Netherlands,England,1,1,0.4,False,qualifier
2013-08-13,Germany,Poland,4,0,0.2,False,friendly
2013-08-13,France,Serbia,3,0,0.7,True,continental
2013-08-15,Senegal,Netherlands,1,5,0.4,False,qualifier
2013-08-18,Senegal,USA,1,0,0.4,False,qualifier
2013-08-20,Poland,USA,3,0,0.7,True,continental
2013-08-21,Netherlands,Mexico,1,0,0.4,False,qualifier
2013-08-23,Spain,Netherlands,3,1,0.7,False,continental
2013-08-23,Poland,Japan,2,2,0.2,True,friendly
2013-08-23,Morocco,Japan,1,1,0.2,True,friendly
2013-08-27,Denmark,Ghana,3,4,0.2,True,friendly
2013-09-01,Denmark,USA,2,0,0.2,False,friendly
2013-09-02,USA,Germany,1,6,0.4,False,qualifier
2013-09-05,Italy,Ecuador,5,0,0.2,True,friendly
2013-09-06,Argentina,France,1,1,0.4,False,qualifier
2013-09-06,Belgium,Poland,2,2,0.4,False,qualifier
2013-09-07,Uruguay,Belgium,2,2,0.4,False,qualifier
2013-09-08,England,Senegal,0,2,0.2,True,friendly
2013-09-09,Italy,Germany,0,3,0.7,True,continental
2013-09-10,England,Uruguay,1,0,0.7,True,continental
2013-09-12,Morocco,Poland,4,2,0.7,True,continental
2013-09-14,Ghana,Spain,2,0,0.2,False,friendly
2013-09-17,Poland,Senegal,2,1,0.7,True,continental
2013-09-18,Japan,France,1,2,0.2,False,friendly
2013-09-19,Ecuador,Mexico,1,2,0.2,True,friendly
2013-10-08,Denmark,Poland,1,0,0.2,False,friendly
2013-10-08,England,Argentina,1,2,0.2,True,friendly
2013-10-10,Ghana,Serbia,2,0,0.2,True,friendly
2013-10-17,Serbia,Ecuador,1,1,0.7,True,continental
2013-10-17,Spain,Netherlands,2,2,0.4,False,qualifier
2013-10-18,Colombia,USA,1,1,0.2,True,friendly
2013-10-18,Colombia,Morocco,0,0,0.2,True,friendly
2013-10-19,Switzerland,Poland,3,0,0.2,False,friendly
2013-10-21,Serbia,Belgium,2,2,0.7,False,continental
2013-10-22,France,Belgium,1,1,0.4,False,qualifier
2013-10-23,Germany,Argentina,1,2,0.7,True,continental
2013-10-25,Ghana,Senegal,0,0,0.4,False,qualifier
2013-10-26,Belgium,Japan,1,1,0.2,True,friendly
2013-11-08,England,Colombia,4,1,0.4,False,qualifier
